"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Germany (DE)","15.09.2022 23:30 - 15.09.2022 23:45 (UTC)","0","5664","15265"
"Germany (DE)","15.09.2022 23:45 - 16.09.2022 00:00 (UTC)","0","5785","15205"
"Germany (DE)","16.09.2022 00:00 - 16.09.2022 00:15 (UTC)","0","5588","15361"
"Germany (DE)","16.09.2022 00:15 - 16.09.2022 00:30 (UTC)","0","5594","15370"
"Germany (DE)","16.09.2022 00:30 - 16.09.2022 00:45 (UTC)","0","5629","15479"
"Germany (DE)","16.09.2022 00:45 - 16.09.2022 01:00 (UTC)","0","5663","15686"
"Germany (DE)","16.09.2022 01:00 - 16.09.2022 01:15 (UTC)","0","5741","15659"
"Germany (DE)","16.09.2022 01:15 - 16.09.2022 01:30 (UTC)","0","5726","15648"
"Germany (DE)","16.09.2022 01:30 - 16.09.2022 01:45 (UTC)","0","5766","15765"
"Germany (DE)","16.09.2022 01:45 - 16.09.2022 02:00 (UTC)","0","5730","15962"
"Germany (DE)","16.09.2022 02:00 - 16.09.2022 02:15 (UTC)","0","5746","16157"
"Germany (DE)","16.09.2022 02:15 - 16.09.2022 02:30 (UTC)","0","5823","16337"
"Germany (DE)","16.09.2022 02:30 - 16.09.2022 02:45 (UTC)","0","5813","16497"
"Germany (DE)","16.09.2022 02:45 - 16.09.2022 03:00 (UTC)","0","5760","16358"
"Germany (DE)","16.09.2022 03:00 - 16.09.2022 03:15 (UTC)","0","5890","16635"
"Germany (DE)","16.09.2022 03:15 - 16.09.2022 03:30 (UTC)","0","5932","17005"
"Germany (DE)","16.09.2022 03:30 - 16.09.2022 03:45 (UTC)","0","5940","17223"
"Germany (DE)","16.09.2022 03:45 - 16.09.2022 04:00 (UTC)","0","5938","17271"
"Germany (DE)","16.09.2022 04:00 - 16.09.2022 04:15 (UTC)","0","5822","17765"
"Germany (DE)","16.09.2022 04:15 - 16.09.2022 04:30 (UTC)","0","5322","17603"
"Germany (DE)","16.09.2022 04:30 - 16.09.2022 04:45 (UTC)","3","5271","17805"
"Germany (DE)","16.09.2022 04:45 - 16.09.2022 05:00 (UTC)","35","5046","17797"
"Germany (DE)","16.09.2022 05:00 - 16.09.2022 05:15 (UTC)","167","4876","17868"
"Germany (DE)","16.09.2022 05:15 - 16.09.2022 05:30 (UTC)","498","4896","17816"
"Germany (DE)","16.09.2022 05:30 - 16.09.2022 05:45 (UTC)","1152","4798","17436"
"Germany (DE)","16.09.2022 05:45 - 16.09.2022 06:00 (UTC)","2015","4646","17550"
"Germany (DE)","16.09.2022 06:00 - 16.09.2022 06:15 (UTC)","2928","4664","17577"
"Germany (DE)","16.09.2022 06:15 - 16.09.2022 06:30 (UTC)","4020","4724","17981"
"Germany (DE)","16.09.2022 06:30 - 16.09.2022 06:45 (UTC)","5305","4742","17672"
"Germany (DE)","16.09.2022 06:45 - 16.09.2022 07:00 (UTC)","6578","4742","17557"
"Germany (DE)","16.09.2022 07:00 - 16.09.2022 07:15 (UTC)","7981","4672","17790"
"Germany (DE)","16.09.2022 07:15 - 16.09.2022 07:30 (UTC)","9207","4554","18257"
"Germany (DE)","16.09.2022 07:30 - 16.09.2022 07:45 (UTC)","10510","4546","18326"
"Germany (DE)","16.09.2022 07:45 - 16.09.2022 08:00 (UTC)","11913","4563","18155"
"Germany (DE)","16.09.2022 08:00 - 16.09.2022 08:15 (UTC)","12880","4458","18422"
"Germany (DE)","16.09.2022 08:15 - 16.09.2022 08:30 (UTC)","13757","4424","18801"
"Germany (DE)","16.09.2022 08:30 - 16.09.2022 08:45 (UTC)","14732","4426","19516"
"Germany (DE)","16.09.2022 08:45 - 16.09.2022 09:00 (UTC)","15507","4563","19984"
"Germany (DE)","16.09.2022 09:00 - 16.09.2022 09:15 (UTC)","15775","4633","20388"
"Germany (DE)","16.09.2022 09:15 - 16.09.2022 09:30 (UTC)","15951","4617","20889"
"Germany (DE)","16.09.2022 09:30 - 16.09.2022 09:45 (UTC)","15979","4560","21463"
"Germany (DE)","16.09.2022 09:45 - 16.09.2022 10:00 (UTC)","16114","4456","21944"
"Germany (DE)","16.09.2022 10:00 - 16.09.2022 10:15 (UTC)","16331","4433","22342"
"Germany (DE)","16.09.2022 10:15 - 16.09.2022 10:30 (UTC)","16513","4447","22791"
"Germany (DE)","16.09.2022 10:30 - 16.09.2022 10:45 (UTC)","16754","4442","22803"
"Germany (DE)","16.09.2022 10:45 - 16.09.2022 11:00 (UTC)","17019","4442","22997"
"Germany (DE)","16.09.2022 11:00 - 16.09.2022 11:15 (UTC)","17021","3842","23076"
"Germany (DE)","16.09.2022 11:15 - 16.09.2022 11:30 (UTC)","17526","3476","22845"
"Germany (DE)","16.09.2022 11:30 - 16.09.2022 11:45 (UTC)","17868","3482","22934"
"Germany (DE)","16.09.2022 11:45 - 16.09.2022 12:00 (UTC)","18142","3482","22705"
"Germany (DE)","16.09.2022 12:00 - 16.09.2022 12:15 (UTC)","17961","3278","22710"
"Germany (DE)","16.09.2022 12:15 - 16.09.2022 12:30 (UTC)","17795","3446","22372"
"Germany (DE)","16.09.2022 12:30 - 16.09.2022 12:45 (UTC)","17496","3557","22734"
"Germany (DE)","16.09.2022 12:45 - 16.09.2022 13:00 (UTC)","17183","3586","23477"
"Germany (DE)","16.09.2022 13:00 - 16.09.2022 13:15 (UTC)","16690","4005","23684"
"Germany (DE)","16.09.2022 13:15 - 16.09.2022 13:30 (UTC)","16224","4035","23841"
"Germany (DE)","16.09.2022 13:30 - 16.09.2022 13:45 (UTC)","15955","3997","24307"
"Germany (DE)","16.09.2022 13:45 - 16.09.2022 14:00 (UTC)","14928","3957","24617"
"Germany (DE)","16.09.2022 14:00 - 16.09.2022 14:15 (UTC)","14378","4274","24814"
"Germany (DE)","16.09.2022 14:15 - 16.09.2022 14:30 (UTC)","13265","4357","25960"
"Germany (DE)","16.09.2022 14:30 - 16.09.2022 14:45 (UTC)","12124","4364","25919"
"Germany (DE)","16.09.2022 14:45 - 16.09.2022 15:00 (UTC)","10770","4355","25755"
"Germany (DE)","16.09.2022 15:00 - 16.09.2022 15:15 (UTC)","9448","4626","25492"
"Germany (DE)","16.09.2022 15:15 - 16.09.2022 15:30 (UTC)","8148","4750","25792"
"Germany (DE)","16.09.2022 15:30 - 16.09.2022 15:45 (UTC)","6871","4832","26279"
"Germany (DE)","16.09.2022 15:45 - 16.09.2022 16:00 (UTC)","5462","4920","26762"
"Germany (DE)","16.09.2022 16:00 - 16.09.2022 16:15 (UTC)","4125","5341","26114"
"Germany (DE)","16.09.2022 16:15 - 16.09.2022 16:30 (UTC)","2859","5459","25373"
"Germany (DE)","16.09.2022 16:30 - 16.09.2022 16:45 (UTC)","1813","5427","24676"
"Germany (DE)","16.09.2022 16:45 - 16.09.2022 17:00 (UTC)","991","5672","24252"
"Germany (DE)","16.09.2022 17:00 - 16.09.2022 17:15 (UTC)","394","5970","24085"
"Germany (DE)","16.09.2022 17:15 - 16.09.2022 17:30 (UTC)","99","5920","24254"
"Germany (DE)","16.09.2022 17:30 - 16.09.2022 17:45 (UTC)","13","5972","24273"
"Germany (DE)","16.09.2022 17:45 - 16.09.2022 18:00 (UTC)","1","5974","24116"
"Germany (DE)","16.09.2022 18:00 - 16.09.2022 18:15 (UTC)","0","5987","24247"
"Germany (DE)","16.09.2022 18:15 - 16.09.2022 18:30 (UTC)","0","5949","24226"
"Germany (DE)","16.09.2022 18:30 - 16.09.2022 18:45 (UTC)","0","6025","24271"
"Germany (DE)","16.09.2022 18:45 - 16.09.2022 19:00 (UTC)","0","5980","24077"
"Germany (DE)","16.09.2022 19:00 - 16.09.2022 19:15 (UTC)","0","5818","24029"
"Germany (DE)","16.09.2022 19:15 - 16.09.2022 19:30 (UTC)","0","6032","24236"
"Germany (DE)","16.09.2022 19:30 - 16.09.2022 19:45 (UTC)","0","6056","24070"
"Germany (DE)","16.09.2022 19:45 - 16.09.2022 20:00 (UTC)","0","5971","24130"
"Germany (DE)","16.09.2022 20:00 - 16.09.2022 20:15 (UTC)","0","5891","23782"
"Germany (DE)","16.09.2022 20:15 - 16.09.2022 20:30 (UTC)","0","5832","24247"
"Germany (DE)","16.09.2022 20:30 - 16.09.2022 20:45 (UTC)","0","5744","24099"
"Germany (DE)","16.09.2022 20:45 - 16.09.2022 21:00 (UTC)","0","5606","24486"
"Germany (DE)","16.09.2022 21:00 - 16.09.2022 21:15 (UTC)","0","5679","24346"
"Germany (DE)","16.09.2022 21:15 - 16.09.2022 21:30 (UTC)","0","5758","24193"
"Germany (DE)","16.09.2022 21:30 - 16.09.2022 21:45 (UTC)","0","5669","23837"
"Germany (DE)","16.09.2022 21:45 - 16.09.2022 22:00 (UTC)","0","5621","23871"
"Germany (DE)","16.09.2022 22:00 - 16.09.2022 22:15 (UTC)","0","5374","23605"
"Germany (DE)","16.09.2022 22:15 - 16.09.2022 22:30 (UTC)","0","5323","23821"
"Germany (DE)","16.09.2022 22:30 - 16.09.2022 22:45 (UTC)","0","5415","23538"
"Germany (DE)","16.09.2022 22:45 - 16.09.2022 23:00 (UTC)","0","5442","23164"
"Germany (DE)","16.09.2022 23:00 - 16.09.2022 23:15 (UTC)","0","5723","23175"
"Germany (DE)","16.09.2022 23:15 - 16.09.2022 23:30 (UTC)","0","5787","22963"
"Germany (DE)","16.09.2022 23:30 - 16.09.2022 23:45 (UTC)","0","5761","22637"
"Germany (DE)","16.09.2022 23:45 - 17.09.2022 00:00 (UTC)","0","5724","22193"
"Germany (DE)","17.09.2022 00:00 - 17.09.2022 00:15 (UTC)","0","5762","21601"
"Germany (DE)","17.09.2022 00:15 - 17.09.2022 00:30 (UTC)","0","5750","21643"
"Germany (DE)","17.09.2022 00:30 - 17.09.2022 00:45 (UTC)","0","5701","21415"
"Germany (DE)","17.09.2022 00:45 - 17.09.2022 01:00 (UTC)","0","5693","21491"
"Germany (DE)","17.09.2022 01:00 - 17.09.2022 01:15 (UTC)","0","5575","21299"
"Germany (DE)","17.09.2022 01:15 - 17.09.2022 01:30 (UTC)","0","5604","20897"
"Germany (DE)","17.09.2022 01:30 - 17.09.2022 01:45 (UTC)","0","5858","20739"
"Germany (DE)","17.09.2022 01:45 - 17.09.2022 02:00 (UTC)","0","5848","20665"
"Germany (DE)","17.09.2022 02:00 - 17.09.2022 02:15 (UTC)","0","5525","20420"
"Germany (DE)","17.09.2022 02:15 - 17.09.2022 02:30 (UTC)","0","5656","20523"
"Germany (DE)","17.09.2022 02:30 - 17.09.2022 02:45 (UTC)","0","5834","20629"
"Germany (DE)","17.09.2022 02:45 - 17.09.2022 03:00 (UTC)","0","5832","20435"
"Germany (DE)","17.09.2022 03:00 - 17.09.2022 03:15 (UTC)","0","5639","20806"
"Germany (DE)","17.09.2022 03:15 - 17.09.2022 03:30 (UTC)","0","5586","20945"
"Germany (DE)","17.09.2022 03:30 - 17.09.2022 03:45 (UTC)","0","5653","20596"
"Germany (DE)","17.09.2022 03:45 - 17.09.2022 04:00 (UTC)","0","5610","20603"
"Germany (DE)","17.09.2022 04:00 - 17.09.2022 04:15 (UTC)","0","5346","21202"
"Germany (DE)","17.09.2022 04:15 - 17.09.2022 04:30 (UTC)","0","5388","21628"
"Germany (DE)","17.09.2022 04:30 - 17.09.2022 04:45 (UTC)","4","5276","21809"
"Germany (DE)","17.09.2022 04:45 - 17.09.2022 05:00 (UTC)","18","5146","22172"
"Germany (DE)","17.09.2022 05:00 - 17.09.2022 05:15 (UTC)","101","4518","22114"
"Germany (DE)","17.09.2022 05:15 - 17.09.2022 05:30 (UTC)","331","4552","21685"
"Germany (DE)","17.09.2022 05:30 - 17.09.2022 05:45 (UTC)","764","4563","21116"
"Germany (DE)","17.09.2022 05:45 - 17.09.2022 06:00 (UTC)","1366","4562","20909"
"Germany (DE)","17.09.2022 06:00 - 17.09.2022 06:15 (UTC)","2131","4432","21226"
"Germany (DE)","17.09.2022 06:15 - 17.09.2022 06:30 (UTC)","3012","4597","21349"
"Germany (DE)","17.09.2022 06:30 - 17.09.2022 06:45 (UTC)","4117","4820","20910"
"Germany (DE)","17.09.2022 06:45 - 17.09.2022 07:00 (UTC)","5300","4786","20942"
"Germany (DE)","17.09.2022 07:00 - 17.09.2022 07:15 (UTC)","6682","4413","21194"
"Germany (DE)","17.09.2022 07:15 - 17.09.2022 07:30 (UTC)","8251","4440","20963"
"Germany (DE)","17.09.2022 07:30 - 17.09.2022 07:45 (UTC)","9997","4253","20782"
"Germany (DE)","17.09.2022 07:45 - 17.09.2022 08:00 (UTC)","11290","4067","20719"
"Germany (DE)","17.09.2022 08:00 - 17.09.2022 08:15 (UTC)","12462","4452","20800"
"Germany (DE)","17.09.2022 08:15 - 17.09.2022 08:30 (UTC)","13277","4450","21238"
"Germany (DE)","17.09.2022 08:30 - 17.09.2022 08:45 (UTC)","14217","4452","21341"
"Germany (DE)","17.09.2022 08:45 - 17.09.2022 09:00 (UTC)","14642","4431","21355"
"Germany (DE)","17.09.2022 09:00 - 17.09.2022 09:15 (UTC)","14947","4561","21183"
"Germany (DE)","17.09.2022 09:15 - 17.09.2022 09:30 (UTC)","15438","4548","20727"
"Germany (DE)","17.09.2022 09:30 - 17.09.2022 09:45 (UTC)","15776","4539","20765"
"Germany (DE)","17.09.2022 09:45 - 17.09.2022 10:00 (UTC)","16077","4548","20704"
"Germany (DE)","17.09.2022 10:00 - 17.09.2022 10:15 (UTC)","16822","4477","20398"
"Germany (DE)","17.09.2022 10:15 - 17.09.2022 10:30 (UTC)","17602","4523","20094"
"Germany (DE)","17.09.2022 10:30 - 17.09.2022 10:45 (UTC)","18199","4563","19419"
"Germany (DE)","17.09.2022 10:45 - 17.09.2022 11:00 (UTC)","18557","4552","19058"
"Germany (DE)","17.09.2022 11:00 - 17.09.2022 11:15 (UTC)","19040","4233","18736"
"Germany (DE)","17.09.2022 11:15 - 17.09.2022 11:30 (UTC)","19278","4214","17991"
"Germany (DE)","17.09.2022 11:30 - 17.09.2022 11:45 (UTC)","19839","4027","17402"
"Germany (DE)","17.09.2022 11:45 - 17.09.2022 12:00 (UTC)","19949","4049","16883"
"Germany (DE)","17.09.2022 12:00 - 17.09.2022 12:15 (UTC)","20472","4156","16922"
"Germany (DE)","17.09.2022 12:15 - 17.09.2022 12:30 (UTC)","20181","4162","16550"
"Germany (DE)","17.09.2022 12:30 - 17.09.2022 12:45 (UTC)","19656","4137","16685"
"Germany (DE)","17.09.2022 12:45 - 17.09.2022 13:00 (UTC)","19202","4022","16817"
"Germany (DE)","17.09.2022 13:00 - 17.09.2022 13:15 (UTC)","18616","3936","16495"
"Germany (DE)","17.09.2022 13:15 - 17.09.2022 13:30 (UTC)","17926","4032","17463"
"Germany (DE)","17.09.2022 13:30 - 17.09.2022 13:45 (UTC)","17027","4051","17982"
"Germany (DE)","17.09.2022 13:45 - 17.09.2022 14:00 (UTC)","16151","4010","18498"
"Germany (DE)","17.09.2022 14:00 - 17.09.2022 14:15 (UTC)","15212","4088","19557"
"Germany (DE)","17.09.2022 14:15 - 17.09.2022 14:30 (UTC)","13762","4058","21194"
"Germany (DE)","17.09.2022 14:30 - 17.09.2022 14:45 (UTC)","12396","4055","22445"
"Germany (DE)","17.09.2022 14:45 - 17.09.2022 15:00 (UTC)","11015","4090","22774"
"Germany (DE)","17.09.2022 15:00 - 17.09.2022 15:15 (UTC)","9525","4435","23729"
"Germany (DE)","17.09.2022 15:15 - 17.09.2022 15:30 (UTC)","8029","4523","25145"
"Germany (DE)","17.09.2022 15:30 - 17.09.2022 15:45 (UTC)","6559","4567","25783"
"Germany (DE)","17.09.2022 15:45 - 17.09.2022 16:00 (UTC)","5273","4568","25126"
"Germany (DE)","17.09.2022 16:00 - 17.09.2022 16:15 (UTC)","3931","4342","24936"
"Germany (DE)","17.09.2022 16:15 - 17.09.2022 16:30 (UTC)","2785","4411","25063"
"Germany (DE)","17.09.2022 16:30 - 17.09.2022 16:45 (UTC)","1821","4395","24210"
"Germany (DE)","17.09.2022 16:45 - 17.09.2022 17:00 (UTC)","1023","4475","24047"
"Germany (DE)","17.09.2022 17:00 - 17.09.2022 17:15 (UTC)","413","4683","23751"
"Germany (DE)","17.09.2022 17:15 - 17.09.2022 17:30 (UTC)","97","4732","23671"
"Germany (DE)","17.09.2022 17:30 - 17.09.2022 17:45 (UTC)","9","4764","23468"
"Germany (DE)","17.09.2022 17:45 - 17.09.2022 18:00 (UTC)","1","4767","23645"
"Germany (DE)","17.09.2022 18:00 - 17.09.2022 18:15 (UTC)","0","4945","22926"
"Germany (DE)","17.09.2022 18:15 - 17.09.2022 18:30 (UTC)","0","4938","22763"
"Germany (DE)","17.09.2022 18:30 - 17.09.2022 18:45 (UTC)","0","4912","23247"
"Germany (DE)","17.09.2022 18:45 - 17.09.2022 19:00 (UTC)","0","4837","23263"
"Germany (DE)","17.09.2022 19:00 - 17.09.2022 19:15 (UTC)","0","4797","23479"
"Germany (DE)","17.09.2022 19:15 - 17.09.2022 19:30 (UTC)","0","4716","23430"
"Germany (DE)","17.09.2022 19:30 - 17.09.2022 19:45 (UTC)","0","4671","23695"
"Germany (DE)","17.09.2022 19:45 - 17.09.2022 20:00 (UTC)","0","4670","23744"
"Germany (DE)","17.09.2022 20:00 - 17.09.2022 20:15 (UTC)","0","4701","22728"
"Germany (DE)","17.09.2022 20:15 - 17.09.2022 20:30 (UTC)","0","4703","22658"
"Germany (DE)","17.09.2022 20:30 - 17.09.2022 20:45 (UTC)","0","4718","22689"
"Germany (DE)","17.09.2022 20:45 - 17.09.2022 21:00 (UTC)","0","4727","22854"
"Germany (DE)","17.09.2022 21:00 - 17.09.2022 21:15 (UTC)","0","4713","22947"
"Germany (DE)","17.09.2022 21:15 - 17.09.2022 21:30 (UTC)","0","4714","22936"
"Germany (DE)","17.09.2022 21:30 - 17.09.2022 21:45 (UTC)","0","4571","23215"
"Germany (DE)","17.09.2022 21:45 - 17.09.2022 22:00 (UTC)","0","4741","23295"
"Germany (DE)","17.09.2022 22:00 - 17.09.2022 22:15 (UTC)","0","4324","23237"
"Germany (DE)","17.09.2022 22:15 - 17.09.2022 22:30 (UTC)","0","4418","23404"
"Germany (DE)","17.09.2022 22:30 - 17.09.2022 22:45 (UTC)","0","4412","23242"
"Germany (DE)","17.09.2022 22:45 - 17.09.2022 23:00 (UTC)","0","4425","23343"
"Germany (DE)","17.09.2022 23:00 - 17.09.2022 23:15 (UTC)","0","4496","23501"
"Germany (DE)","17.09.2022 23:15 - 17.09.2022 23:30 (UTC)","0","4431","23509"
"Germany (DE)","17.09.2022 23:30 - 17.09.2022 23:45 (UTC)","0","4440","23425"
"Germany (DE)","17.09.2022 23:45 - 18.09.2022 00:00 (UTC)","0","4452","23113"
"Germany (DE)","18.09.2022 00:00 - 18.09.2022 00:15 (UTC)","0","4401","23270"
"Germany (DE)","18.09.2022 00:15 - 18.09.2022 00:30 (UTC)","0","4390","23468"
"Germany (DE)","18.09.2022 00:30 - 18.09.2022 00:45 (UTC)","0","4388","23877"
"Germany (DE)","18.09.2022 00:45 - 18.09.2022 01:00 (UTC)","0","4367","23886"
"Germany (DE)","18.09.2022 01:00 - 18.09.2022 01:15 (UTC)","0","4336","23913"
"Germany (DE)","18.09.2022 01:15 - 18.09.2022 01:30 (UTC)","0","4333","23962"
"Germany (DE)","18.09.2022 01:30 - 18.09.2022 01:45 (UTC)","0","4297","23810"
"Germany (DE)","18.09.2022 01:45 - 18.09.2022 02:00 (UTC)","0","4188","23648"
"Germany (DE)","18.09.2022 02:00 - 18.09.2022 02:15 (UTC)","0","3943","23059"
"Germany (DE)","18.09.2022 02:15 - 18.09.2022 02:30 (UTC)","0","4009","23242"
"Germany (DE)","18.09.2022 02:30 - 18.09.2022 02:45 (UTC)","0","3949","23588"
"Germany (DE)","18.09.2022 02:45 - 18.09.2022 03:00 (UTC)","0","3889","23765"
"Germany (DE)","18.09.2022 03:00 - 18.09.2022 03:15 (UTC)","0","3885","23476"
"Germany (DE)","18.09.2022 03:15 - 18.09.2022 03:30 (UTC)","0","3847","23764"
"Germany (DE)","18.09.2022 03:30 - 18.09.2022 03:45 (UTC)","0","3912","23622"
"Germany (DE)","18.09.2022 03:45 - 18.09.2022 04:00 (UTC)","0","4066","23552"
"Germany (DE)","18.09.2022 04:00 - 18.09.2022 04:15 (UTC)","0","4165","23700"
"Germany (DE)","18.09.2022 04:15 - 18.09.2022 04:30 (UTC)","0","4115","23729"
"Germany (DE)","18.09.2022 04:30 - 18.09.2022 04:45 (UTC)","9","4056","23701"
"Germany (DE)","18.09.2022 04:45 - 18.09.2022 05:00 (UTC)","21","4018","23751"
"Germany (DE)","18.09.2022 05:00 - 18.09.2022 05:15 (UTC)","119","3927","23635"
"Germany (DE)","18.09.2022 05:15 - 18.09.2022 05:30 (UTC)","395","3917","23361"
"Germany (DE)","18.09.2022 05:30 - 18.09.2022 05:45 (UTC)","842","3954","22739"
"Germany (DE)","18.09.2022 05:45 - 18.09.2022 06:00 (UTC)","1478","4019","22252"
"Germany (DE)","18.09.2022 06:00 - 18.09.2022 06:15 (UTC)","2181","4058","22022"
"Germany (DE)","18.09.2022 06:15 - 18.09.2022 06:30 (UTC)","2957","4040","22460"
"Germany (DE)","18.09.2022 06:30 - 18.09.2022 06:45 (UTC)","3917","3971","22554"
"Germany (DE)","18.09.2022 06:45 - 18.09.2022 07:00 (UTC)","5035","3945","22956"
"Germany (DE)","18.09.2022 07:00 - 18.09.2022 07:15 (UTC)","6128","3903","22511"
"Germany (DE)","18.09.2022 07:15 - 18.09.2022 07:30 (UTC)","7152","3885","22012"
"Germany (DE)","18.09.2022 07:30 - 18.09.2022 07:45 (UTC)","8220","3861","21784"
"Germany (DE)","18.09.2022 07:45 - 18.09.2022 08:00 (UTC)","9212","3875","22169"
"Germany (DE)","18.09.2022 08:00 - 18.09.2022 08:15 (UTC)","9993","3885","23077"
"Germany (DE)","18.09.2022 08:15 - 18.09.2022 08:30 (UTC)","10642","3901","23304"
"Germany (DE)","18.09.2022 08:30 - 18.09.2022 08:45 (UTC)","11456","3880","23367"
"Germany (DE)","18.09.2022 08:45 - 18.09.2022 09:00 (UTC)","11884","3918","24056"
"Germany (DE)","18.09.2022 09:00 - 18.09.2022 09:15 (UTC)","12234","3897","25064"
"Germany (DE)","18.09.2022 09:15 - 18.09.2022 09:30 (UTC)","12612","3944","25386"
"Germany (DE)","18.09.2022 09:30 - 18.09.2022 09:45 (UTC)","13021","3955","25751"
"Germany (DE)","18.09.2022 09:45 - 18.09.2022 10:00 (UTC)","13342","3952","25174"
"Germany (DE)","18.09.2022 10:00 - 18.09.2022 10:15 (UTC)","13458","3991","24362"
"Germany (DE)","18.09.2022 10:15 - 18.09.2022 10:30 (UTC)","13721","4052","24392"
"Germany (DE)","18.09.2022 10:30 - 18.09.2022 10:45 (UTC)","13814","4048","24458"
"Germany (DE)","18.09.2022 10:45 - 18.09.2022 11:00 (UTC)","13739","4038","23539"
"Germany (DE)","18.09.2022 11:00 - 18.09.2022 11:15 (UTC)","13765","4032","22400"
"Germany (DE)","18.09.2022 11:15 - 18.09.2022 11:30 (UTC)","13774","4044","22578"
"Germany (DE)","18.09.2022 11:30 - 18.09.2022 11:45 (UTC)","13773","4107","22343"
"Germany (DE)","18.09.2022 11:45 - 18.09.2022 12:00 (UTC)","13716","4103","22435"
"Germany (DE)","18.09.2022 12:00 - 18.09.2022 12:15 (UTC)","13337","3942","20617"
"Germany (DE)","18.09.2022 12:15 - 18.09.2022 12:30 (UTC)","12893","4001","20381"
"Germany (DE)","18.09.2022 12:30 - 18.09.2022 12:45 (UTC)","12563","4010","20912"
"Germany (DE)","18.09.2022 12:45 - 18.09.2022 13:00 (UTC)","11976","4017","20666"
"Germany (DE)","18.09.2022 13:00 - 18.09.2022 13:15 (UTC)","11289","4139","21430"
"Germany (DE)","18.09.2022 13:15 - 18.09.2022 13:30 (UTC)","10672","4097","21936"
"Germany (DE)","18.09.2022 13:30 - 18.09.2022 13:45 (UTC)","10008","4010","22115"
"Germany (DE)","18.09.2022 13:45 - 18.09.2022 14:00 (UTC)","9129","3985","21915"
"Germany (DE)","18.09.2022 14:00 - 18.09.2022 14:15 (UTC)","8319","4619","23180"
"Germany (DE)","18.09.2022 14:15 - 18.09.2022 14:30 (UTC)","7563","4696","23046"
"Germany (DE)","18.09.2022 14:30 - 18.09.2022 14:45 (UTC)","6606","4208","22984"
"Germany (DE)","18.09.2022 14:45 - 18.09.2022 15:00 (UTC)","5691","4183","22692"
"Germany (DE)","18.09.2022 15:00 - 18.09.2022 15:15 (UTC)","4861","4889","22636"
"Germany (DE)","18.09.2022 15:15 - 18.09.2022 15:30 (UTC)","3989","4904","22374"
"Germany (DE)","18.09.2022 15:30 - 18.09.2022 15:45 (UTC)","3187","5179","21494"
"Germany (DE)","18.09.2022 15:45 - 18.09.2022 16:00 (UTC)","2419","5150","20340"
"Germany (DE)","18.09.2022 16:00 - 18.09.2022 16:15 (UTC)","1727","5653","20227"
"Germany (DE)","18.09.2022 16:15 - 18.09.2022 16:30 (UTC)","1151","5654","19938"
"Germany (DE)","18.09.2022 16:30 - 18.09.2022 16:45 (UTC)","708","5655","19499"
"Germany (DE)","18.09.2022 16:45 - 18.09.2022 17:00 (UTC)","366","5669","19378"
"Germany (DE)","18.09.2022 17:00 - 18.09.2022 17:15 (UTC)","120","5905","19534"
"Germany (DE)","18.09.2022 17:15 - 18.09.2022 17:30 (UTC)","24","5880","19796"
"Germany (DE)","18.09.2022 17:30 - 18.09.2022 17:45 (UTC)","3","5899","19673"
"Germany (DE)","18.09.2022 17:45 - 18.09.2022 18:00 (UTC)","1","5969","20126"
"Germany (DE)","18.09.2022 18:00 - 18.09.2022 18:15 (UTC)","0","5981","20633"
"Germany (DE)","18.09.2022 18:15 - 18.09.2022 18:30 (UTC)","0","5979","20946"
"Germany (DE)","18.09.2022 18:30 - 18.09.2022 18:45 (UTC)","0","5977","20835"
"Germany (DE)","18.09.2022 18:45 - 18.09.2022 19:00 (UTC)","0","5969","20566"
"Germany (DE)","18.09.2022 19:00 - 18.09.2022 19:15 (UTC)","0","5921","20678"
"Germany (DE)","18.09.2022 19:15 - 18.09.2022 19:30 (UTC)","0","5896","20948"
"Germany (DE)","18.09.2022 19:30 - 18.09.2022 19:45 (UTC)","0","5887","21200"
"Germany (DE)","18.09.2022 19:45 - 18.09.2022 20:00 (UTC)","0","5888","21018"
"Germany (DE)","18.09.2022 20:00 - 18.09.2022 20:15 (UTC)","0","5861","20316"
"Germany (DE)","18.09.2022 20:15 - 18.09.2022 20:30 (UTC)","0","5792","20442"
"Germany (DE)","18.09.2022 20:30 - 18.09.2022 20:45 (UTC)","0","5704","20351"
"Germany (DE)","18.09.2022 20:45 - 18.09.2022 21:00 (UTC)","0","5662","19970"
"Germany (DE)","18.09.2022 21:00 - 18.09.2022 21:15 (UTC)","0","5589","19268"
"Germany (DE)","18.09.2022 21:15 - 18.09.2022 21:30 (UTC)","0","5521","18800"
"Germany (DE)","18.09.2022 21:30 - 18.09.2022 21:45 (UTC)","0","5489","18703"
"Germany (DE)","18.09.2022 21:45 - 18.09.2022 22:00 (UTC)","0","5618","18619"
"Germany (DE)","18.09.2022 22:00 - 18.09.2022 22:15 (UTC)","0","5474","18604"
"Germany (DE)","18.09.2022 22:15 - 18.09.2022 22:30 (UTC)","0","5459","18683"
"Germany (DE)","18.09.2022 22:30 - 18.09.2022 22:45 (UTC)","0","5582","18605"
"Germany (DE)","18.09.2022 22:45 - 18.09.2022 23:00 (UTC)","0","5630","18632"
"Germany (DE)","18.09.2022 23:00 - 18.09.2022 23:15 (UTC)","0","5595","18665"
