"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Germany (DE)","05.04.2022 08:00 - 05.04.2022 08:15 (UTC)","7037","1663","19580"
"Germany (DE)","05.04.2022 08:15 - 05.04.2022 08:30 (UTC)","7527","1680","18995"
"Germany (DE)","05.04.2022 08:30 - 05.04.2022 08:45 (UTC)","7915","1848","18397"
"Germany (DE)","05.04.2022 08:45 - 05.04.2022 09:00 (UTC)","8581","1853","17581"
"Germany (DE)","05.04.2022 09:00 - 05.04.2022 09:15 (UTC)","9299","1789","17232"
"Germany (DE)","05.04.2022 09:15 - 05.04.2022 09:30 (UTC)","9795","1783","17317"
"Germany (DE)","05.04.2022 09:30 - 05.04.2022 09:45 (UTC)","10292","1687","17170"
"Germany (DE)","05.04.2022 09:45 - 05.04.2022 10:00 (UTC)","10578","1582","16949"
"Germany (DE)","05.04.2022 10:00 - 05.04.2022 10:15 (UTC)","10695","1603","16992"
"Germany (DE)","05.04.2022 10:15 - 05.04.2022 10:30 (UTC)","10986","1476","16948"
"Germany (DE)","05.04.2022 10:30 - 05.04.2022 10:45 (UTC)","11039","1318","17226"
"Germany (DE)","05.04.2022 10:45 - 05.04.2022 11:00 (UTC)","10869","1287","17365"
"Germany (DE)","05.04.2022 11:00 - 05.04.2022 11:15 (UTC)","10723","1266","17724"
"Germany (DE)","05.04.2022 11:15 - 05.04.2022 11:30 (UTC)","10653","1200","18186"
"Germany (DE)","05.04.2022 11:30 - 05.04.2022 11:45 (UTC)","10538","1161","18273"
"Germany (DE)","05.04.2022 11:45 - 05.04.2022 12:00 (UTC)","10438","1080","18320"
"Germany (DE)","05.04.2022 12:00 - 05.04.2022 12:15 (UTC)","10282","1107","18493"
"Germany (DE)","05.04.2022 12:15 - 05.04.2022 12:30 (UTC)","9971","1079","18607"
"Germany (DE)","05.04.2022 12:30 - 05.04.2022 12:45 (UTC)","9683","1106","18806"
"Germany (DE)","05.04.2022 12:45 - 05.04.2022 13:00 (UTC)","9261","1057","18552"
"Germany (DE)","05.04.2022 13:00 - 05.04.2022 13:15 (UTC)","8847","1033","18424"
"Germany (DE)","05.04.2022 13:15 - 05.04.2022 13:30 (UTC)","8385","990","18476"
"Germany (DE)","05.04.2022 13:30 - 05.04.2022 13:45 (UTC)","7973","928","18547"
"Germany (DE)","05.04.2022 13:45 - 05.04.2022 14:00 (UTC)","7550","1027","18160"
"Germany (DE)","05.04.2022 14:00 - 05.04.2022 14:15 (UTC)","6987","1052","17749"
"Germany (DE)","05.04.2022 14:15 - 05.04.2022 14:30 (UTC)","6277","1086","17428"
"Germany (DE)","05.04.2022 14:30 - 05.04.2022 14:45 (UTC)","5673","837","17886"
"Germany (DE)","05.04.2022 14:45 - 05.04.2022 15:00 (UTC)","5082","825","17945"
"Germany (DE)","05.04.2022 15:00 - 05.04.2022 15:15 (UTC)","4534","818","17784"
"Germany (DE)","05.04.2022 15:15 - 05.04.2022 15:30 (UTC)","3942","754","17349"
"Germany (DE)","05.04.2022 15:30 - 05.04.2022 15:45 (UTC)","3400","839","16873"
"Germany (DE)","05.04.2022 15:45 - 05.04.2022 16:00 (UTC)","2834","932","16738"
"Germany (DE)","05.04.2022 16:00 - 05.04.2022 16:15 (UTC)","2313","881","16882"
"Germany (DE)","05.04.2022 16:15 - 05.04.2022 16:30 (UTC)","1801","902","16997"
"Germany (DE)","05.04.2022 16:30 - 05.04.2022 16:45 (UTC)","1298","835","17028"
"Germany (DE)","05.04.2022 16:45 - 05.04.2022 17:00 (UTC)","883","902","17161"
"Germany (DE)","05.04.2022 17:00 - 05.04.2022 17:15 (UTC)","568","919","17281"
"Germany (DE)","05.04.2022 17:15 - 05.04.2022 17:30 (UTC)","296","1130","17625"
"Germany (DE)","05.04.2022 17:30 - 05.04.2022 17:45 (UTC)","97","1337","17970"
"Germany (DE)","05.04.2022 17:45 - 05.04.2022 18:00 (UTC)","15","1461","18607"
"Germany (DE)","05.04.2022 18:00 - 05.04.2022 18:15 (UTC)","3","1735","19095"
"Germany (DE)","05.04.2022 18:15 - 05.04.2022 18:30 (UTC)","1","2114","19159"
"Germany (DE)","05.04.2022 18:30 - 05.04.2022 18:45 (UTC)","0","2450","19594"
"Germany (DE)","05.04.2022 18:45 - 05.04.2022 19:00 (UTC)","0","2624","20021"
"Germany (DE)","05.04.2022 19:00 - 05.04.2022 19:15 (UTC)","0","2660","20758"
"Germany (DE)","05.04.2022 19:15 - 05.04.2022 19:30 (UTC)","0","2865","20855"
"Germany (DE)","05.04.2022 19:30 - 05.04.2022 19:45 (UTC)","0","3032","20937"
"Germany (DE)","05.04.2022 19:45 - 05.04.2022 20:00 (UTC)","0","3199","20976"
"Germany (DE)","05.04.2022 20:00 - 05.04.2022 20:15 (UTC)","0","3335","20653"
"Germany (DE)","05.04.2022 20:15 - 05.04.2022 20:30 (UTC)","0","3362","20992"
"Germany (DE)","05.04.2022 20:30 - 05.04.2022 20:45 (UTC)","0","3429","21097"
"Germany (DE)","05.04.2022 20:45 - 05.04.2022 21:00 (UTC)","0","3476","21407"
"Germany (DE)","05.04.2022 21:00 - 05.04.2022 21:15 (UTC)","0","3480","21667"
"Germany (DE)","05.04.2022 21:15 - 05.04.2022 21:30 (UTC)","0","3600","21696"
"Germany (DE)","05.04.2022 21:30 - 05.04.2022 21:45 (UTC)","0","3682","21564"
"Germany (DE)","05.04.2022 21:45 - 05.04.2022 22:00 (UTC)","0","3720","21730"
"Germany (DE)","05.04.2022 22:00 - 05.04.2022 22:15 (UTC)","0","3684","21490"
"Germany (DE)","05.04.2022 22:15 - 05.04.2022 22:30 (UTC)","0","3668","21525"
"Germany (DE)","05.04.2022 22:30 - 05.04.2022 22:45 (UTC)","0","3588","21703"
"Germany (DE)","05.04.2022 22:45 - 05.04.2022 23:00 (UTC)","0","3599","21847"
"Germany (DE)","05.04.2022 23:00 - 05.04.2022 23:15 (UTC)","0","3586","21868"
"Germany (DE)","05.04.2022 23:15 - 05.04.2022 23:30 (UTC)","0","3538","22043"
"Germany (DE)","05.04.2022 23:30 - 05.04.2022 23:45 (UTC)","0","3565","22057"
"Germany (DE)","05.04.2022 23:45 - 06.04.2022 00:00 (UTC)","0","3694","22018"
"Germany (DE)","06.04.2022 00:00 - 06.04.2022 00:15 (UTC)","0","3903","22223"
"Germany (DE)","06.04.2022 00:15 - 06.04.2022 00:30 (UTC)","0","4092","22240"
"Germany (DE)","06.04.2022 00:30 - 06.04.2022 00:45 (UTC)","0","4238","22456"
"Germany (DE)","06.04.2022 00:45 - 06.04.2022 01:00 (UTC)","0","4301","22712"
"Germany (DE)","06.04.2022 01:00 - 06.04.2022 01:15 (UTC)","0","4320","23015"
"Germany (DE)","06.04.2022 01:15 - 06.04.2022 01:30 (UTC)","0","4315","23317"
"Germany (DE)","06.04.2022 01:30 - 06.04.2022 01:45 (UTC)","0","4309","23515"
"Germany (DE)","06.04.2022 01:45 - 06.04.2022 02:00 (UTC)","0","4422","23863"
"Germany (DE)","06.04.2022 02:00 - 06.04.2022 02:15 (UTC)","0","4509","24279"
"Germany (DE)","06.04.2022 02:15 - 06.04.2022 02:30 (UTC)","0","4596","24752"
"Germany (DE)","06.04.2022 02:30 - 06.04.2022 02:45 (UTC)","0","4731","24958"
"Germany (DE)","06.04.2022 02:45 - 06.04.2022 03:00 (UTC)","0","4775","25424"
"Germany (DE)","06.04.2022 03:00 - 06.04.2022 03:15 (UTC)","0","4683","25980"
"Germany (DE)","06.04.2022 03:15 - 06.04.2022 03:30 (UTC)","0","4675","26601"
"Germany (DE)","06.04.2022 03:30 - 06.04.2022 03:45 (UTC)","0","4612","26747"
"Germany (DE)","06.04.2022 03:45 - 06.04.2022 04:00 (UTC)","0","4638","27111"
"Germany (DE)","06.04.2022 04:00 - 06.04.2022 04:15 (UTC)","0","4648","28228"
"Germany (DE)","06.04.2022 04:15 - 06.04.2022 04:30 (UTC)","2","4639","28520"
"Germany (DE)","06.04.2022 04:30 - 06.04.2022 04:45 (UTC)","18","4630","28774"
"Germany (DE)","06.04.2022 04:45 - 06.04.2022 05:00 (UTC)","93","4622","29036"
"Germany (DE)","06.04.2022 05:00 - 06.04.2022 05:15 (UTC)","220","4623","29476"
"Germany (DE)","06.04.2022 05:15 - 06.04.2022 05:30 (UTC)","488","4660","29488"
"Germany (DE)","06.04.2022 05:30 - 06.04.2022 05:45 (UTC)","871","4687","29564"
"Germany (DE)","06.04.2022 05:45 - 06.04.2022 06:00 (UTC)","1372","4708","29614"
"Germany (DE)","06.04.2022 06:00 - 06.04.2022 06:15 (UTC)","1906","4686","29834"
"Germany (DE)","06.04.2022 06:15 - 06.04.2022 06:30 (UTC)","2665","4727","30466"
"Germany (DE)","06.04.2022 06:30 - 06.04.2022 06:45 (UTC)","3431","4810","30611"
"Germany (DE)","06.04.2022 06:45 - 06.04.2022 07:00 (UTC)","4341","4769","30778"
"Germany (DE)","06.04.2022 07:00 - 06.04.2022 07:15 (UTC)","5247","4366","31297"
"Germany (DE)","06.04.2022 07:15 - 06.04.2022 07:30 (UTC)","6190","4445","31894"
"Germany (DE)","06.04.2022 07:30 - 06.04.2022 07:45 (UTC)","7064","4468","32237"
"Germany (DE)","06.04.2022 07:45 - 06.04.2022 08:00 (UTC)","7849","4454","32572"
"Germany (DE)","06.04.2022 08:00 - 06.04.2022 08:15 (UTC)","8794","4445","32937"
"Germany (DE)","06.04.2022 08:15 - 06.04.2022 08:30 (UTC)","9559","4441","33121"
"Germany (DE)","06.04.2022 08:30 - 06.04.2022 08:45 (UTC)","10154","4479","33144"
"Germany (DE)","06.04.2022 08:45 - 06.04.2022 09:00 (UTC)","10768","4559","33526"
"Germany (DE)","06.04.2022 09:00 - 06.04.2022 09:15 (UTC)","11462","4561","33811"
"Germany (DE)","06.04.2022 09:15 - 06.04.2022 09:30 (UTC)","12280","4658","34171"
"Germany (DE)","06.04.2022 09:30 - 06.04.2022 09:45 (UTC)","12990","4742","34839"
"Germany (DE)","06.04.2022 09:45 - 06.04.2022 10:00 (UTC)","13609","4748","35078"
"Germany (DE)","06.04.2022 10:00 - 06.04.2022 10:15 (UTC)","14059","4754","34612"
"Germany (DE)","06.04.2022 10:15 - 06.04.2022 10:30 (UTC)","14556","4761","35123"
"Germany (DE)","06.04.2022 10:30 - 06.04.2022 10:45 (UTC)","15001","4765","35468"
"Germany (DE)","06.04.2022 10:45 - 06.04.2022 11:00 (UTC)","15403","4778","35852"
"Germany (DE)","06.04.2022 11:00 - 06.04.2022 11:15 (UTC)","15843","4763","36050"
"Germany (DE)","06.04.2022 11:15 - 06.04.2022 11:30 (UTC)","15964","4596","35808"
"Germany (DE)","06.04.2022 11:30 - 06.04.2022 11:45 (UTC)","16195","4630","34882"
"Germany (DE)","06.04.2022 11:45 - 06.04.2022 12:00 (UTC)","16274","4625","34778"
"Germany (DE)","06.04.2022 12:00 - 06.04.2022 12:15 (UTC)","16483","4629","35392"
"Germany (DE)","06.04.2022 12:15 - 06.04.2022 12:30 (UTC)","16439","4553","34965"
"Germany (DE)","06.04.2022 12:30 - 06.04.2022 12:45 (UTC)","16461","4538","34979"
"Germany (DE)","06.04.2022 12:45 - 06.04.2022 13:00 (UTC)","16069","4547","35081"
"Germany (DE)","06.04.2022 13:00 - 06.04.2022 13:15 (UTC)","15636","4955","35236"
"Germany (DE)","06.04.2022 13:15 - 06.04.2022 13:30 (UTC)","15235","4982","35186"
"Germany (DE)","06.04.2022 13:30 - 06.04.2022 13:45 (UTC)","14731","4953","35406"
"Germany (DE)","06.04.2022 13:45 - 06.04.2022 14:00 (UTC)","14047","4978","34858"
"Germany (DE)","06.04.2022 14:00 - 06.04.2022 14:15 (UTC)","13392","4891","34154"
"Germany (DE)","06.04.2022 14:15 - 06.04.2022 14:30 (UTC)","12653","4883","34229"
"Germany (DE)","06.04.2022 14:30 - 06.04.2022 14:45 (UTC)","11911","4954","34248"
"Germany (DE)","06.04.2022 14:45 - 06.04.2022 15:00 (UTC)","11034","4965","33811"
"Germany (DE)","06.04.2022 15:00 - 06.04.2022 15:15 (UTC)","9994","4889","33495"
"Germany (DE)","06.04.2022 15:15 - 06.04.2022 15:30 (UTC)","8799","4832","32985"
"Germany (DE)","06.04.2022 15:30 - 06.04.2022 15:45 (UTC)","7478","4813","32502"
"Germany (DE)","06.04.2022 15:45 - 06.04.2022 16:00 (UTC)","6174","4788","32244"
"Germany (DE)","06.04.2022 16:00 - 06.04.2022 16:15 (UTC)","4957","5074","31785"
"Germany (DE)","06.04.2022 16:15 - 06.04.2022 16:30 (UTC)","3817","5102","31317"
"Germany (DE)","06.04.2022 16:30 - 06.04.2022 16:45 (UTC)","2786","4922","31051"
"Germany (DE)","06.04.2022 16:45 - 06.04.2022 17:00 (UTC)","1919","4766","31077"
"Germany (DE)","06.04.2022 17:00 - 06.04.2022 17:15 (UTC)","1170","4757","30509"
"Germany (DE)","06.04.2022 17:15 - 06.04.2022 17:30 (UTC)","615","4826","30518"
"Germany (DE)","06.04.2022 17:30 - 06.04.2022 17:45 (UTC)","234","4813","30301"
"Germany (DE)","06.04.2022 17:45 - 06.04.2022 18:00 (UTC)","42","4844","30323"
"Germany (DE)","06.04.2022 18:00 - 06.04.2022 18:15 (UTC)","4","4912","30104"
"Germany (DE)","06.04.2022 18:15 - 06.04.2022 18:30 (UTC)","0","4964","30265"
"Germany (DE)","06.04.2022 18:30 - 06.04.2022 18:45 (UTC)","0","5048","30602"
"Germany (DE)","06.04.2022 18:45 - 06.04.2022 19:00 (UTC)","0","5268","31164"
"Germany (DE)","06.04.2022 19:00 - 06.04.2022 19:15 (UTC)","0","5250","31613"
"Germany (DE)","06.04.2022 19:15 - 06.04.2022 19:30 (UTC)","0","5175","32015"
"Germany (DE)","06.04.2022 19:30 - 06.04.2022 19:45 (UTC)","0","5091","33081"
"Germany (DE)","06.04.2022 19:45 - 06.04.2022 20:00 (UTC)","0","4946","33373"
"Germany (DE)","06.04.2022 20:00 - 06.04.2022 20:15 (UTC)","0","5038","32692"
"Germany (DE)","06.04.2022 20:15 - 06.04.2022 20:30 (UTC)","0","5057","33448"
"Germany (DE)","06.04.2022 20:30 - 06.04.2022 20:45 (UTC)","0","4958","34145"
"Germany (DE)","06.04.2022 20:45 - 06.04.2022 21:00 (UTC)","0","4970","34260"
"Germany (DE)","06.04.2022 21:00 - 06.04.2022 21:15 (UTC)","0","4745","34663"
"Germany (DE)","06.04.2022 21:15 - 06.04.2022 21:30 (UTC)","0","4634","34638"
"Germany (DE)","06.04.2022 21:30 - 06.04.2022 21:45 (UTC)","0","4628","34699"
"Germany (DE)","06.04.2022 21:45 - 06.04.2022 22:00 (UTC)","0","4629","34903"
"Germany (DE)","06.04.2022 22:00 - 06.04.2022 22:15 (UTC)","0","4878","34765"
"Germany (DE)","06.04.2022 22:15 - 06.04.2022 22:30 (UTC)","0","4889","34724"
"Germany (DE)","06.04.2022 22:30 - 06.04.2022 22:45 (UTC)","0","4940","34626"
"Germany (DE)","06.04.2022 22:45 - 06.04.2022 23:00 (UTC)","0","4947","34620"
"Germany (DE)","06.04.2022 23:00 - 06.04.2022 23:15 (UTC)","0","4639","34328"
"Germany (DE)","06.04.2022 23:15 - 06.04.2022 23:30 (UTC)","0","4582","34286"
"Germany (DE)","06.04.2022 23:30 - 06.04.2022 23:45 (UTC)","0","4749","34125"
"Germany (DE)","06.04.2022 23:45 - 07.04.2022 00:00 (UTC)","0","4711","34052"
"Germany (DE)","07.04.2022 00:00 - 07.04.2022 00:15 (UTC)","0","4632","34048"
"Germany (DE)","07.04.2022 00:15 - 07.04.2022 00:30 (UTC)","0","4621","34141"
"Germany (DE)","07.04.2022 00:30 - 07.04.2022 00:45 (UTC)","0","4590","33528"
"Germany (DE)","07.04.2022 00:45 - 07.04.2022 01:00 (UTC)","0","4605","33435"
"Germany (DE)","07.04.2022 01:00 - 07.04.2022 01:15 (UTC)","0","4511","33575"
"Germany (DE)","07.04.2022 01:15 - 07.04.2022 01:30 (UTC)","0","4730","33487"
"Germany (DE)","07.04.2022 01:30 - 07.04.2022 01:45 (UTC)","0","5092","33738"
"Germany (DE)","07.04.2022 01:45 - 07.04.2022 02:00 (UTC)","0","5207","33780"
"Germany (DE)","07.04.2022 02:00 - 07.04.2022 02:15 (UTC)","0","4807","34123"
"Germany (DE)","07.04.2022 02:15 - 07.04.2022 02:30 (UTC)","0","4703","34538"
"Germany (DE)","07.04.2022 02:30 - 07.04.2022 02:45 (UTC)","0","4722","34937"
"Germany (DE)","07.04.2022 02:45 - 07.04.2022 03:00 (UTC)","0","4581","35412"
"Germany (DE)","07.04.2022 03:00 - 07.04.2022 03:15 (UTC)","0","4503","36207"
"Germany (DE)","07.04.2022 03:15 - 07.04.2022 03:30 (UTC)","0","4523","36229"
"Germany (DE)","07.04.2022 03:30 - 07.04.2022 03:45 (UTC)","0","4520","36780"
"Germany (DE)","07.04.2022 03:45 - 07.04.2022 04:00 (UTC)","0","4391","37393"
"Germany (DE)","07.04.2022 04:00 - 07.04.2022 04:15 (UTC)","0","4527","38532"
"Germany (DE)","07.04.2022 04:15 - 07.04.2022 04:30 (UTC)","1","4597","38514"
"Germany (DE)","07.04.2022 04:30 - 07.04.2022 04:45 (UTC)","32","4530","39064"
"Germany (DE)","07.04.2022 04:45 - 07.04.2022 05:00 (UTC)","154","4566","39511"
"Germany (DE)","07.04.2022 05:00 - 07.04.2022 05:15 (UTC)","467","4857","39932"
"Germany (DE)","07.04.2022 05:15 - 07.04.2022 05:30 (UTC)","984","4888","39807"
"Germany (DE)","07.04.2022 05:30 - 07.04.2022 05:45 (UTC)","1642","4810","39156"
"Germany (DE)","07.04.2022 05:45 - 07.04.2022 06:00 (UTC)","2444","4786","38938"
"Germany (DE)","07.04.2022 06:00 - 07.04.2022 06:15 (UTC)","3423","4443","39673"
"Germany (DE)","07.04.2022 06:15 - 07.04.2022 06:30 (UTC)","4543","4267","40286"
"Germany (DE)","07.04.2022 06:30 - 07.04.2022 06:45 (UTC)","5706","3950","39723"
"Germany (DE)","07.04.2022 06:45 - 07.04.2022 07:00 (UTC)","6859","3840","39162"
"Germany (DE)","07.04.2022 07:00 - 07.04.2022 07:15 (UTC)","7980","3823","40017"
"Germany (DE)","07.04.2022 07:15 - 07.04.2022 07:30 (UTC)","8966","3903","39807"
"Germany (DE)","07.04.2022 07:30 - 07.04.2022 07:45 (UTC)","9816","3787","39957"
"Germany (DE)","07.04.2022 07:45 - 07.04.2022 08:00 (UTC)","10545","3779","39345"
"Germany (DE)","07.04.2022 08:00 - 07.04.2022 08:15 (UTC)","11463","3912","38947"
"Germany (DE)","07.04.2022 08:15 - 07.04.2022 08:30 (UTC)","12146","3952","38505"
"Germany (DE)","07.04.2022 08:30 - 07.04.2022 08:45 (UTC)","12632","4022","38391"
"Germany (DE)","07.04.2022 08:45 - 07.04.2022 09:00 (UTC)","13132","4003","38077"
"Germany (DE)","07.04.2022 09:00 - 07.04.2022 09:15 (UTC)","13358","4155","37572"
"Germany (DE)","07.04.2022 09:15 - 07.04.2022 09:30 (UTC)","13780","4276","37348"
"Germany (DE)","07.04.2022 09:30 - 07.04.2022 09:45 (UTC)","13851","4244","37701"
"Germany (DE)","07.04.2022 09:45 - 07.04.2022 10:00 (UTC)","13996","4136","38219"
"Germany (DE)","07.04.2022 10:00 - 07.04.2022 10:15 (UTC)","14009","4303","38313"
"Germany (DE)","07.04.2022 10:15 - 07.04.2022 10:30 (UTC)","13867","4374","38063"
"Germany (DE)","07.04.2022 10:30 - 07.04.2022 10:45 (UTC)","13856","4386","38123"
"Germany (DE)","07.04.2022 10:45 - 07.04.2022 11:00 (UTC)","13788","4468","37787"
"Germany (DE)","07.04.2022 11:00 - 07.04.2022 11:15 (UTC)","13700","4543","37801"
"Germany (DE)","07.04.2022 11:15 - 07.04.2022 11:30 (UTC)","13751","4583","37883"
"Germany (DE)","07.04.2022 11:30 - 07.04.2022 11:45 (UTC)","13259","4620","37974"
"Germany (DE)","07.04.2022 11:45 - 07.04.2022 12:00 (UTC)","12550","4707","37926"
"Germany (DE)","07.04.2022 12:00 - 07.04.2022 12:15 (UTC)","12006","4277","38438"
"Germany (DE)","07.04.2022 12:15 - 07.04.2022 12:30 (UTC)","11754","4246","38422"
"Germany (DE)","07.04.2022 12:30 - 07.04.2022 12:45 (UTC)","11509","4191","38456"
"Germany (DE)","07.04.2022 12:45 - 07.04.2022 13:00 (UTC)","11308","4093","38739"
"Germany (DE)","07.04.2022 13:00 - 07.04.2022 13:15 (UTC)","11332","4131","38656"
"Germany (DE)","07.04.2022 13:15 - 07.04.2022 13:30 (UTC)","10693","4173","39183"
"Germany (DE)","07.04.2022 13:30 - 07.04.2022 13:45 (UTC)","10240","4195","39258"
"Germany (DE)","07.04.2022 13:45 - 07.04.2022 14:00 (UTC)","9896","4023","39500"
"Germany (DE)","07.04.2022 14:00 - 07.04.2022 14:15 (UTC)","9567","4577","39863"
"Germany (DE)","07.04.2022 14:15 - 07.04.2022 14:30 (UTC)","9279","4662","39891"
"Germany (DE)","07.04.2022 14:30 - 07.04.2022 14:45 (UTC)","9082","4839","39872"
"Germany (DE)","07.04.2022 14:45 - 07.04.2022 15:00 (UTC)","8468","4768","39719"
"Germany (DE)","07.04.2022 15:00 - 07.04.2022 15:15 (UTC)","7840","5011","39694"
"Germany (DE)","07.04.2022 15:15 - 07.04.2022 15:30 (UTC)","7249","5026","39867"
"Germany (DE)","07.04.2022 15:30 - 07.04.2022 15:45 (UTC)","6554","4966","40101"
"Germany (DE)","07.04.2022 15:45 - 07.04.2022 16:00 (UTC)","5749","4828","40350"
"Germany (DE)","07.04.2022 16:00 - 07.04.2022 16:15 (UTC)","4694","4761","40444"
"Germany (DE)","07.04.2022 16:15 - 07.04.2022 16:30 (UTC)","3821","4769","40252"
"Germany (DE)","07.04.2022 16:30 - 07.04.2022 16:45 (UTC)","2946","4836","40495"
"Germany (DE)","07.04.2022 16:45 - 07.04.2022 17:00 (UTC)","2129","4986","40602"
"Germany (DE)","07.04.2022 17:00 - 07.04.2022 17:15 (UTC)","1402","4645","40406"
"Germany (DE)","07.04.2022 17:15 - 07.04.2022 17:30 (UTC)","803","4618","40526"
"Germany (DE)","07.04.2022 17:30 - 07.04.2022 17:45 (UTC)","353","4521","41115"
"Germany (DE)","07.04.2022 17:45 - 07.04.2022 18:00 (UTC)","100","4515","41836"
"Germany (DE)","07.04.2022 18:00 - 07.04.2022 18:15 (UTC)","14","4178","42404"
"Germany (DE)","07.04.2022 18:15 - 07.04.2022 18:30 (UTC)","1","4080","42119"
"Germany (DE)","07.04.2022 18:30 - 07.04.2022 18:45 (UTC)","0","4120","40961"
"Germany (DE)","07.04.2022 18:45 - 07.04.2022 19:00 (UTC)","0","4204","41323"
"Germany (DE)","07.04.2022 19:00 - 07.04.2022 19:15 (UTC)","0","3655","42010"
"Germany (DE)","07.04.2022 19:15 - 07.04.2022 19:30 (UTC)","0","3522","41793"
"Germany (DE)","07.04.2022 19:30 - 07.04.2022 19:45 (UTC)","0","3534","41799"
"Germany (DE)","07.04.2022 19:45 - 07.04.2022 20:00 (UTC)","0","3534","41497"
"Germany (DE)","07.04.2022 20:00 - 07.04.2022 20:15 (UTC)","0","3407","40039"
"Germany (DE)","07.04.2022 20:15 - 07.04.2022 20:30 (UTC)","0","3393","39995"
"Germany (DE)","07.04.2022 20:30 - 07.04.2022 20:45 (UTC)","0","3379","40203"
"Germany (DE)","07.04.2022 20:45 - 07.04.2022 21:00 (UTC)","0","3405","40520"
"Germany (DE)","07.04.2022 21:00 - 07.04.2022 21:15 (UTC)","0","3106","40010"
"Germany (DE)","07.04.2022 21:15 - 07.04.2022 21:30 (UTC)","0","2985","40187"
"Germany (DE)","07.04.2022 21:30 - 07.04.2022 21:45 (UTC)","0","2991","40194"
"Germany (DE)","07.04.2022 21:45 - 07.04.2022 22:00 (UTC)","0","3139","39797"
"Germany (DE)","07.04.2022 22:00 - 07.04.2022 22:15 (UTC)","0","3821","37385"
"Germany (DE)","07.04.2022 22:15 - 07.04.2022 22:30 (UTC)","0","4147","37109"
"Germany (DE)","07.04.2022 22:30 - 07.04.2022 22:45 (UTC)","0","4182","37038"
"Germany (DE)","07.04.2022 22:45 - 07.04.2022 23:00 (UTC)","0","4198","36357"
"Germany (DE)","07.04.2022 23:00 - 07.04.2022 23:15 (UTC)","0","4379","36944"
"Germany (DE)","07.04.2022 23:15 - 07.04.2022 23:30 (UTC)","0","4687","36700"
"Germany (DE)","07.04.2022 23:30 - 07.04.2022 23:45 (UTC)","0","4800","36551"
"Germany (DE)","07.04.2022 23:45 - 08.04.2022 00:00 (UTC)","0","4809","36214"
"Germany (DE)","08.04.2022 00:00 - 08.04.2022 00:15 (UTC)","0","4831","36201"
"Germany (DE)","08.04.2022 00:15 - 08.04.2022 00:30 (UTC)","0","4768","35936"
"Germany (DE)","08.04.2022 00:30 - 08.04.2022 00:45 (UTC)","0","4716","35735"
"Germany (DE)","08.04.2022 00:45 - 08.04.2022 01:00 (UTC)","0","4706","35548"
"Germany (DE)","08.04.2022 01:00 - 08.04.2022 01:15 (UTC)","0","4845","35447"
"Germany (DE)","08.04.2022 01:15 - 08.04.2022 01:30 (UTC)","0","4922","35600"
"Germany (DE)","08.04.2022 01:30 - 08.04.2022 01:45 (UTC)","0","4821","35629"
"Germany (DE)","08.04.2022 01:45 - 08.04.2022 02:00 (UTC)","0","4768","35446"
"Germany (DE)","08.04.2022 02:00 - 08.04.2022 02:15 (UTC)","0","4909","34549"
"Germany (DE)","08.04.2022 02:15 - 08.04.2022 02:30 (UTC)","0","4938","35083"
"Germany (DE)","08.04.2022 02:30 - 08.04.2022 02:45 (UTC)","0","4888","35258"
"Germany (DE)","08.04.2022 02:45 - 08.04.2022 03:00 (UTC)","0","4888","35214"
"Germany (DE)","08.04.2022 03:00 - 08.04.2022 03:15 (UTC)","0","4390","35010"
"Germany (DE)","08.04.2022 03:15 - 08.04.2022 03:30 (UTC)","0","4034","35146"
"Germany (DE)","08.04.2022 03:30 - 08.04.2022 03:45 (UTC)","0","3957","35037"
"Germany (DE)","08.04.2022 03:45 - 08.04.2022 04:00 (UTC)","0","3834","34743"
"Germany (DE)","08.04.2022 04:00 - 08.04.2022 04:15 (UTC)","0","4671","35112"
"Germany (DE)","08.04.2022 04:15 - 08.04.2022 04:30 (UTC)","2","4743","34790"
"Germany (DE)","08.04.2022 04:30 - 08.04.2022 04:45 (UTC)","39","4598","34305"
"Germany (DE)","08.04.2022 04:45 - 08.04.2022 05:00 (UTC)","154","4527","33607"
"Germany (DE)","08.04.2022 05:00 - 08.04.2022 05:15 (UTC)","479","4984","32911"
"Germany (DE)","08.04.2022 05:15 - 08.04.2022 05:30 (UTC)","994","5073","31756"
"Germany (DE)","08.04.2022 05:30 - 08.04.2022 05:45 (UTC)","1699","5018","30721"
